OBS,WP4,WP3,WP2,D8,D9,MARGIN1,MARGIN2,MARGIN3,MARGIN4,MFR1,MFR2,MFR3,MFR4,PRICE1,PRICE2,PRICE3,PRICE4,PROMO11,PROMO12,PROMO13,PROMO14,PROMO21,PROMO22,PROMO23,PROMO24,RET,S10,S11,S12,S13,S2,S3,S4,S5,S6,S7,S8,S9,VOL1,VOL2,VOL3,VOL4,WEEK,WP1,D7,D6,D5,D4,D3,D2,D10,D1,CSALES
10/11/1990,0.245975997,0.183829158,0.347540956,0,0,0.116791439,0.262560419,0.381505304,0.240577194,108439.2791,57170.2093,14119.25581,66740.37209,0.291291653,0.471280584,0.297220266,0.323898618,0.579,0.071,0,0.182,0,0,0,0,64546.39535,0,1,0,0,0,0,0,0,0,0,0,0,421497.8,164499.2,76806.4,271328.8,57,0.257271281,0,0,0,0,0,0,0,0,934132.2
10/18/1990,0.251318304,0.166362643,0.338982061,0,0,0.303390737,0.226118281,0.098514703,0.293610358,27306.95349,73126.83721,135013,59356.55814,0.359719766,0.438028257,0.184542824,0.355778581,0.128,0.284,0,0.073,0,0,0,0,72685.37209,0,1,0,0,0,0,0,0,0,0,0,0,108973.2,215724.8,811558.4,236180.8,58,0.250584121,0,0,0,0,0,0,0,1,1372437.2
10/25/1990,0.247653198,0.185476485,0.260719365,0,0,0.332533726,0.199059294,0.321435092,0.274289727,26795.88372,138984.2791,14174.55814,58136.09302,0.372237583,0.325516437,0.273336394,0.341256294,0.063,0.356,0.247,0.109,0,0,0,0,76579.4186,0,1,0,0,0,0,0,0,0,0,0,0,107849.6,533080,76422.4,234748,59,0.248456032,0,0,0,0,0,0,0,1,952100
11/01/1990,0.242817992,0.187964803,0.303316238,0,0,0.200005316,0.292826338,0.234709833,0.265908469,85523.52534,53422.72504,48671.15499,55874.75112,0.294096123,0.428913369,0.245612463,0.330773456,0.577,0.213,0,0.286,0.064,0,0,0,78669.40686,0,1,0,0,0,0,0,0,0,0,0,0,363504,176128.8,258937.6,230109.6,60,0.235275335,0,0,0,0,0,0,0,0,1028680
11/08/1990,0.193960141,0.184509859,0.275747351,0,0,0.324948918,0.212366825,0.12124917,0.295695031,27222.31967,108876.9665,47650.18778,61715.47914,0.344152212,0.350096161,0.209968347,0.275392266,0.232,0.165,0.247,0.155,0,0.11,0,0,74945.43368,0,0,1,0,0,0,0,0,0,0,0,0,117175.8,394843.2,258252.8,318186.4,61,0.232320323,0,0,0,0,0,1,0,0,1088458.2
11/15/1990,0.244293032,0.11540289,0.323712249,0,0,0.204489417,0.286381125,0.332868477,0.276740915,102975.6244,82385.80328,40776.18033,68669.98957,0.301461246,0.453620638,0.172983717,0.337766973,0.464,0.165,0,0.184,0,0,0,0,106153.1244,0,0,1,0,0,0,0,0,0,0,0,0,429395,254503.2,353337.6,281096.8,62,0.239815611,0,0,0,0,0,1,0,0,1318332.6
11/22/1990,0.229176788,0.151553315,0.313886179,0,0,0.240198994,0.239578892,0.355489583,0.28430783,39922.84873,76002.39046,34336.88897,48469.42399,0.307029266,0.412779413,0.235144865,0.320216984,0.579,0.33,0.494,0.21,0,0,0,0,74759.80328,0,0,1,0,0,0,0,0,0,0,0,0,171136.2,242133.6,226566.4,211493.6,63,0.233281145,0,0,0,0,1,0,0,0,851329.8
11/29/1990,0.220248352,0.153926852,0.263350646,0,0,0.391590617,0.349207979,0.542221548,0.287354199,42493.51486,71809.61144,74073.04903,72866.26003,0.371325334,0.404661762,0.336247482,0.309057251,0.346,0.167,0.5,0.149,0,0,0,0,183000.393,0,0,1,0,0,0,0,0,0,0,0,0,188092.8,272676.8,481222.4,330836.8,64,0.225917817,0,0,0,0,0,0,0,0,1272828.8
12/06/1990,0.226360626,0.155244863,0.285453864,0,0,0.198595684,0.346081978,0.454863353,0.289184473,88159.80832,46594.52006,28705.14785,59242.19762,0.293820724,0.436528517,0.284781558,0.318452,0.289,0.055,0,0.053,0,0,0,0.023,94560.13373,0,0,0,1,0,0,0,0,0,0,0,0,374400.6,163229.6,184902.4,261716,65,0.235469196,0,0,0,0,0,0,0,0,984248.6
12/13/1990,0.229321047,0.154489367,0.30144769,0,0,0.233924466,0.24990351,0.26448508,0.297149546,44054.40862,75242.06686,80672.61738,54995.7734,0.297333777,0.40187855,0.210042466,0.326272887,0.471,0.111,0.25,0.117,0,0,0,0,90780.18351,0,0,0,1,0,0,0,0,0,0,0,0,193407.6,249602.4,522188.8,239820,66,0.227780132,0,0,0,1,0,0,0,0,1205018.8
12/20/1990,0.223219639,0.133378776,0.255949906,0,0,0.227177245,0.252265887,0.444720332,0.283707431,46899.52229,123163.2994,23651.36478,56862.61367,0.294707258,0.342300694,0.24020108,0.311631934,0.411,0.167,0.5,0.191,0,0,0,0,96802.79718,0,0,0,1,0,0,0,0,0,0,0,0,205919.6,481200.8,177324.8,254738.4,67,0.227756475,0,0,0,1,0,0,0,0,1119183.6
12/27/1990,0.220294784,0.144183063,0.248584816,0,0,0.235080637,0.13684741,0.29411652,0.287780777,37080.08438,175637.9001,34651.91932,52619.96447,0.291350028,0.287996374,0.204259013,0.309307551,0.406,0.335,0.488,0.189,0,0,0,0,74941.96077,0,0,0,1,0,0,0,0,0,0,0,0,166383.4,706551.2,240332.8,238861.6,68,0.222859278,0,0,0,1,0,0,0,0,1352129
1/03/1991,0.230428332,0.145232554,0.283496583,0,0,0.22749537,0.327046193,0.324442881,0.216366833,41990.03923,64279.10807,27093.65581,133348.6913,0.289623418,0.421271981,0.214981902,0.294051275,0.462,0.223,0.735,0.215,0,0,0,0,93434.96373,0,0,0,0,0,0,0,0,0,0,0,0,187677.2,226736.8,186553.6,578699.2,69,0.223735431,0,0,0,0,0,0,0,0,1179666.8
1/10/1991,0.219028967,0.126793134,0.267134309,0,0,0.295778333,0.307108987,0.160589766,0.291106093,27855.69134,69285.02295,170215.2176,55519.46262,0.318996322,0.385535826,0.15105026,0.308972845,0.231,0.279,0.497,0.185,0,0,0,0,97771.98075,0,0,0,0,0,0,0,0,0,0,0,0,123999.2,259364,1342464,253480,70,0.224644121,0,0,0,0,0,0,0,0,1979307.2
1/17/1991,0.219682851,0.160237311,0.238242326,0,0,0.284616759,0.189007357,0.335552672,0.274661383,33902.11399,141757.4241,33236.03849,52698.04959,0.32344158,0.293766322,0.241158786,0.302869372,0.405,0.441,0.247,0.106,0,0,0,0,83265.08216,0,0,0,0,0,0,0,0,0,0,0,0,146518.4,595013.6,207417.6,239882.4,71,0.231384686,0,0,0,0,0,0,1,0,1188832
1/24/1991,0.222848692,0.154372627,0.267592353,0,0,0.251839041,0.20828284,0.393094314,0.280519849,91568.44708,91579.73649,31468.30422,52551.28719,0.293479296,0.337989836,0.254360159,0.309735705,0.642,0.223,0.5,0.134,0,0,0,0,95786.92524,0,0,0,0,0,0,0,0,0,0,0,0,417035.8,342236,203846.4,235816,72,0.219569752,0,0,0,0,0,0,1,0,1198934.2
1/31/1991,0.225658316,0.161673848,0.25741318,0,0,0.305576365,0.278325587,0.258812721,0.316240512,33909.9048,68307.57343,98376.33801,68779.39114,0.322650452,0.3566888,0.218128202,0.330025865,0.058,0.163,0.485,0.157,0,0,0,0,107428.1092,0,0,0,0,1,0,0,0,0,0,0,0,151345.6,265361.6,608486.4,304794.4,73,0.224056099,0,0,0,0,0,0,0,0,1329988
2/07/1991,0.231184735,0.160292005,0.259153587,0,0,0.28717509,0.269630672,0.30258113,0.266565385,31974.79557,86645.61771,35660.22657,70643.21181,0.312986776,0.354825398,0.22983606,0.315208377,0.622,0.327,0.244,0.158,0,0,0,0,86015.27675,0,0,0,0,1,0,0,0,0,0,0,0,143317.4,334340.8,222470.4,305570.4,74,0.22310477,0,0,0,0,0,0,0,0,1005699
2/14/1991,0.22749993,0.148202937,0.226397559,0,0,0.284357143,0.146535119,0.336090793,0.293576833,28193.68782,173725.5328,21455.0428,58235.25018,0.313516617,0.265268746,0.223227718,0.322044833,0.582,0.16,0.238,0.231,0,0,0,0,76093.03469,0,0,0,0,1,0,0,0,0,0,0,0,125659.4,767347.2,144768,255979.2,75,0.224365927,0,0,0,0,0,0,0,0,1293753.8
2/21/1991,0.232423347,0.153122499,0.238355829,0,0,0.27772629,0.239988321,0.352050197,0.249838162,37282.04133,78131.32472,20825.63985,88045.12472,0.316648742,0.313621272,0.236318459,0.309830939,0.512,0.269,0,0.078,0,0,0,0,79645.26863,0,0,0,0,1,0,0,0,0,0,0,0,163012.2,327792.8,136006.4,378813.6,76,0.228707062,0,1,0,0,0,0,0,0,1005625
2/28/1991,0.223798889,0.155512801,0.259491047,0,0,0.192527216,0.354969731,0.383385768,0.308950934,81192.82379,54388.90822,24874.0859,64164.03671,0.289711623,0.402292822,0.252204365,0.323853833,0.405,0.109,0.488,0.183,0,0,0,0,93441.82966,0,0,0,0,0,1,0,0,0,0,0,0,347075.4,209598.4,159948.8,286704,77,0.233934251,0,1,0,0,0,0,0,0,1003326.6
3/07/1991,0.204682081,0.134514284,0.271260326,0,0,0.296712759,0.345428812,0.147047313,0.313147464,25914.58884,50063.58884,109823.9185,66141.45888,0.318419867,0.414409206,0.157704274,0.298000037,0.172,0.218,0,0.21,0,0,0,0.052,86441.06461,0,0,0,0,0,1,0,0,0,0,0,0,115720.8,184559.2,816448,323142.4,78,0.22394063,0,1,0,0,0,0,0,0,1439870.4
3/14/1991,0.21591183,0.152504161,0.235917568,0,0,0.323668728,0.21372298,0.336817997,0.282989072,46235.65786,122099.9868,16753.49706,52962.99927,0.322735328,0.30004383,0.229958232,0.30112767,0.055,0.052,0,0.1,0,0.052,0,0,84727.73421,0,0,0,0,0,1,0,0,0,0,0,0,211822,517553.6,109856,245299.2,79,0.218275995,0,1,0,0,0,0,0,0,1084530.8
3/21/1991,0.218577253,0.156578596,0.26991798,0,0,0.129273738,0.31135457,0.380871597,0.328427763,182354.9053,53965.24156,20774.59765,54465.42952,0.256268311,0.391954942,0.252901653,0.325470948,0.45,0.16,0,0.127,0,0,0,0,90888.63142,0,0,0,0,0,1,0,0,0,0,0,0,817223.6,199932,132678.4,249181.6,80,0.223139549,0,0,1,0,0,0,0,0,1399015.6
3/28/1991,0.218907566,0.147503416,0.216652368,0,0,0.187661153,0.154633801,0.351087363,0.316121931,60314.13299,174169.9581,35612.28068,51058.52608,0.267061603,0.256282269,0.227308589,0.320097362,0.458,0.163,0,0.209,0,0,0,0,88661.82219,0,0,0,0,0,0,1,0,0,0,0,0,278016.4,803914.4,241433.6,233242.4,81,0.216944515,0,0,1,0,0,0,0,0,1556606.8
4/04/1991,0.184028168,0.147717202,0.269326555,0,0,0.337214665,0.365648512,0.356907689,0.308730075,26844.15503,56768.22043,28821.16238,116517.3608,0.330479402,0.424569912,0.229698287,0.266217524,0,0,0.476,0.103,0.168,0,0,0,114413.3468,0,0,0,0,0,0,1,0,0,0,0,0,122555.4,210778.4,195110.4,633149.6,82,0.219036901,0,0,0,0,0,0,0,0,1161593.8
4/11/1991,0.177124394,0.147521868,0.254216098,0,0,0.257452336,0.187999559,0.328290675,0.247427534,31497.63997,116976.8259,23013.41146,102997.6936,0.30058263,0.313073843,0.219621588,0.23535859,0.056,0.162,0.479,0.208,0,0.054,0,0,83114.6216,0,0,0,0,0,0,1,0,0,0,0,0,141120.4,460147.2,156000,581499.2,83,0.22319693,0,0,0,0,0,0,0,0,1338766.8
4/18/1991,0.204597517,0.14003053,0.269924009,0,0,0.250989322,0.355039936,0.057777252,0.321949595,31639.58854,65077.81484,185860.1697,57033.44012,0.296535509,0.418512749,0.148617225,0.301743816,0.402,0.218,0.244,0.157,0.114,0,0,0,84903.92065,0,0,0,0,0,0,1,0,0,0,0,0,142451.2,241096.8,1327283.2,278759.2,84,0.222108263,0,0,0,0,0,0,0,0,1989590.4
4/25/1991,0.204681178,0.14048766,0.272991199,0,0,0.258282182,0.095488145,0.408527047,0.362020846,31659.7924,149957.5599,15106.13231,52033.88523,0.295441321,0.301810526,0.237521698,0.320827376,0.287,0.272,0,0.078,0,0.054,0,0,66815.76389,0,0,0,0,0,0,0,1,0,0,0,0,144476.8,549312.8,107526.4,254219.2,85,0.219134092,0,0,0,0,0,0,0,0,1055535.2
5/02/1991,0.211723923,0.149557803,0.274282041,0,0,0.237529923,0.148707652,0.3169708,0.324967686,58001.45322,83508.78801,38706.03801,75694.18202,0.29405714,0.322194886,0.218962532,0.313650056,0.454,0.376,0.241,0.258,0,0,0,0.052,87058.85453,0,0,0,0,0,0,0,1,0,0,0,0,258692.8,304463.2,258803.2,357513.6,86,0.22420977,0,0,0,0,0,0,0,0,1179472.8
5/09/1991,0.20736705,0.143009074,0.275204646,0,0,0.089999369,0.32405275,0.387496652,0.330994101,200914.6257,48812.71784,14873.85892,56685.85673,0.207405348,0.407139235,0.233482926,0.309962961,0.282,0.16,0,0.281,0,0.053,0,0,80727.08187,0,0,0,0,0,0,0,1,0,0,0,0,1064510.4,177368.8,104006.4,273360,87,0.188738998,0,0,0,0,0,0,0,0,1619245.6
5/16/1991,0.191113605,0.144664959,0.278563508,0,0,0.353499053,0.211022041,0.404271886,0.316462879,34264.04167,84675.72953,26301.7098,81699.84284,0.301156535,0.353068809,0.24283722,0.279595063,0.23,0.327,0,0.21,0,0,0,0,97056.83041,0,0,0,0,0,0,0,1,0,0,0,0,175985.6,303972.8,181811.2,427493.6,88,0.194697985,1,0,0,0,0,0,0,0,1089263.2
5/23/1991,0.198200235,0.139280455,0.253063719,0,0,0.34344029,0.318524335,0.357884017,0.326175098,24866.26023,58060.9152,65027.25877,61453.96491,0.306253964,0.37134667,0.216908563,0.294142046,0,0.204,0.229,0.098,0.054,0,0,0,106135.9327,0,0,0,0,0,0,0,0,1,0,0,0,123667.2,229432,466880,310060,89,0.201074013,1,0,0,0,0,0,0,0,1130039.2
5/30/1991,0.105388232,0.131351521,0.262474584,0,0,0.344968319,0.306760189,0.349645083,0.42800564,26891.8791,54071.65404,31974.95339,131822.9731,0.3069546,0.378620182,0.201968983,0.184246977,0.058,0.163,0,0.183,0,0,0,0,153918.748,0,0,0,0,0,0,0,0,1,0,0,0,133747.2,206007.2,243430.4,1250832,90,0.201064988,0,0,0,0,0,0,0,0,1834016.8
6/06/1991,0.218265539,0.137490818,0.277268463,0,0,0.313526835,0.09167758,0.377262491,0.259086547,25528.30808,149600.3103,20734.05535,60744.17261,0.303697416,0.305253352,0.220784546,0.294589791,0,0.323,0,0.129,0,0.054,0,0.026,60560.88201,0,0,0,0,0,0,0,0,1,0,0,0,122449.6,539550.4,150803.2,278304,91,0.208480126,0,0,0,0,0,0,0,0,1091107.2
6/13/1991,0.208208881,0.142270706,0.258195445,0,0,0.14386298,0.155613276,0.290906637,0.267482165,60108.20976,81253.28041,34042.9898,67297.27458,0.254547327,0.305778665,0.200637481,0.284237286,0,0.327,0.244,0.131,0.173,0.109,0.244,0.105,63614.79971,0,0,0,0,0,0,0,0,1,0,0,0,275817.6,314696.8,239283.2,323220,92,0.21792739,0,0,0,0,0,0,0,0,1153017.6
6/20/1991,0.218020581,0.148369373,0.280121947,1,0,0.317859268,0.319254186,0.257092199,0.27028428,71101.01748,51338.95776,30254.05827,91222.25273,0.166708757,0.411492721,0.199714383,0.29877468,0.045,0.043,0,0.102,0.226,0,0.191,0.041,101466.161,0,0,0,0,0,0,0,0,0,1,0,0,625235.2,183273.6,203910.4,418411.2,93,0.113718833,0,0,0,0,0,0,0,0,1430830.4
6/27/1991,0.213546485,0.124649138,0.281288311,1,0,0.155174348,0.315766687,0.340791634,0.314070082,118488.1187,74614.0874,30109.64749,59146.39694,0.251154607,0.411099995,0.189089133,0.311324057,0.184,0.087,0,0.045,0.045,0,0,0.062,98844.54989,0,0,0,0,0,0,0,0,0,1,0,0,558427.2,265258.4,241555.2,276972,94,0.212181854,0,0,0,0,0,0,0,0,1342212.8
7/04/1991,0.217787705,0.147215001,0.255682595,0,0,0.248555684,0.181232667,0.354326057,0.327356544,67788.82666,116974.5827,20234.17189,46465.09395,0.152619612,0.312277475,0.228002078,0.32377882,0.321,0.173,0.194,0.041,0.138,0,0,0,82031.80262,0,0,0,0,0,0,0,0,0,1,0,0,591086.4,457499.2,137446.4,213350.4,95,0.11468514,0,0,0,0,0,0,0,0,1399382.4
7/11/1991,0.23046191,0.14820964,0.256839215,0,0,0.291226094,0.211694476,0.344565699,0.225007978,25627.35907,84103.54188,50650.22942,71936.93372,0.295669556,0.325811765,0.226124326,0.297373268,0.092,0.13,0,0.118,0,0,0,0,80628.42607,0,0,0,0,0,0,0,0,0,1,0,0,122289.6,327456,341747.2,312142.4,96,0.209562866,0,0,0,0,0,0,0,0,1103635.2
7/18/1991,0.211588413,0.144663099,0.270866685,0,0,0.283105578,0.19398629,0.3190907,0.281601223,27292.71158,104816.3059,38458.62709,89643.91697,0.294738283,0.336057168,0.212455755,0.294527803,0,0.131,0.194,0.125,0.138,0,0,0.042,89166.25055,0,0,0,0,0,0,0,0,0,0,1,0,129168,386966.4,265849.6,423671.2,97,0.211296231,0,0,0,0,0,0,0,0,1205655.2
7/25/1991,0.211782365,0.13468015,0.244795696,0,0,0.260767424,0.255008235,0.331676056,0.243539933,22720.62928,151162.909,32726.63001,76421.07356,0.300983066,0.328588459,0.201519265,0.27996503,0.046,0.259,0.194,0.25,0,0.043,0,0,100602.4734,0,0,0,0,0,0,0,0,0,0,1,0,102116.8,617506.4,242995.2,360847.2,98,0.222496487,0,0,0,0,0,0,0,0,1323465.6
8/01/1991,0.207345954,0.136643006,0.292002581,0,0,0.254073122,0.154707342,0.081520316,0.304072451,23047.9593,95058.05305,119910.9063,55009.54506,0.298990699,0.345445543,0.148770853,0.297941868,0,0.123,0.194,0.21,0,0,0,0,59926.35683,0,0,0,0,0,0,0,0,0,0,1,0,103342.4,325538.4,877548.8,265303.2,99,0.223025199,0,0,0,0,0,0,0,0,1571732.8
8/08/1991,0.203221949,0.137262024,0.287131934,0,0,0.25157661,0.218092899,0.163193648,0.301117632,23349.08285,64093.13081,43807.01017,78323.52762,0.300950114,0.36722001,0.16403081,0.290781337,0,0.164,0.194,0.231,0,0,0,0,68015.12645,0,0,0,0,0,0,0,0,0,0,1,0,103664,223218.4,319148.8,385408.8,100,0.225238104,0,0,0,0,0,0,0,0,1031440
8/15/1991,0.201804774,0.147479033,0.280342679,0,0,0.234188009,0.317325187,0.301524798,0.312807469,47700.37137,56145.68605,52594.09084,60643.14172,0.283404464,0.41065332,0.211144265,0.293665552,0,0.12,0,0.131,0,0,0,0.019,90993.80887,0,0,0,0,0,0,0,0,0,0,0,1,219782.4,200275.2,356620.8,300504,101,0.217034537,0,0,0,0,0,0,0,0,1077182.4
8/22/1991,0.198608678,0.148093526,0.281627592,0,1,0.162561927,0.317107651,0.316866365,0.335090633,163165.5487,62913.57631,22697.88009,61395.02689,0.182301827,0.412404081,0.216785587,0.298700377,0.275,0.201,0.194,0.118,0,0,0,0.02,102357.0661,0,0,0,0,0,0,0,0,0,0,0,1,1068771.2,223392.8,153267.2,309125.6,102,0.152666491,0,0,0,0,0,0,0,0,1754556.8
8/29/1991,0.207537822,0.149996585,0.241293355,0,1,0.248423088,0.309379036,0.275751053,0.311836377,42158.96891,94360.95155,35559.51048,60575.14317,0.196857587,0.349386085,0.207106391,0.301582087,0.13,0.201,0.191,0.078,0.045,0.04,0,0,97194.27983,0,0,0,0,0,0,0,0,0,0,0,1,284947.2,391063.2,237068.8,291875.2,103,0.147953617,0,0,0,0,0,0,0,0,1204954.4
9/05/1991,0.205369306,0.144669407,0.259222796,0,0,0.242647214,0.151859258,0.289011844,0.28286344,33012.9154,146960.8684,30231.97108,60404.20607,0.241981007,0.305636532,0.203476536,0.286374057,0.263,0.08,0.382,0.117,0,0.161,0,0,73004.84309,0,0,0,0,0,0,0,0,0,0,0,1,180137.6,566928.8,208972.8,294124.8,104,0.18326499,0,0,0,0,0,0,0,0,1250164
9/12/1991,0.200594327,0.143207489,0.257056711,0,0,0.293179094,0.316608297,0.299809873,0.283579189,59073.46999,82312.64353,29445.29284,71145.67245,0.284654188,0.376148422,0.204526576,0.279995114,0.183,0.244,0.388,0.079,0,0,0,0.009,103406.8322,1,0,0,0,0,0,0,0,0,0,0,0,293606.4,320212,205612.8,354674.4,105,0.201199531,0,0,0,0,0,0,0,0,1174105.6
9/19/1991,0.202188808,0.153486346,0.226439928,0,0,0.271056208,0.22022325,0.295468475,0.3021017,27114.66667,130453.4917,31691.36949,54564.7744,0.285534866,0.290390715,0.217855895,0.28971099,0.038,0.288,0.012,0.126,0,0,0,0.015,83835.45409,1,0,0,0,0,0,0,0,0,0,0,0,130272,576106.4,206476.8,269870.4,106,0.208138868,0,0,0,0,0,0,0,0,1182725.6
9/26/1991,0.217447698,0.150226493,0.256163752,0,0,0.257909491,0.283794711,0.287362215,0.267196713,35839.43696,72605.41449,30725.04348,83105.90072,0.280509666,0.357668054,0.210803435,0.296734064,0.219,0.192,0.188,0.224,0,0,0,0,83917.31449,1,0,0,0,0,0,0,0,0,0,0,0,172169.6,283433.6,204524.8,382188,107,0.208163561,0,0,0,0,0,0,0,0,1042316
10/03/1991,0.234218302,0.153537424,0.286657968,0,0,0.235034605,0.301628956,0.282635115,0.187498017,42958.87899,53187.66594,28813.93841,94357.93478,0.271386683,0.410466571,0.214029745,0.288267976,0.259,0.002,0.074,0.167,0,0,0.003,0.072,69298.05145,1,0,0,0,0,0,0,0,0,0,0,0,206929.6,185544,187667.2,402863.2,108,0.207601421,0,0,0,0,0,0,0,0,983004
10/10/1991,0.206757426,0.158179257,0.282532313,0,0,0.258823721,0.297531739,0.279483658,0.260284565,41911.68551,59370.43623,60404.73551,66078.18478,0.254733277,0.4021994,0.219535975,0.279509412,0.442,0.13,0.088,0.122,0,0,0,0.025,86463.91957,0,1,0,0,0,0,0,0,0,0,0,0,221987.2,210136.8,381875.2,319592.8,109,0.188802262,0,0,0,0,0,0,0,0,1133592
10/17/1991,0.20699019,0.151994396,0.274985317,0,0,0.137666478,0.303836154,0.296223046,0.280424645,358282.9268,60421.31377,23597.31232,64237.99783,0.24499901,0.395000859,0.215969555,0.28765603,0.356,0.255,0.091,0.086,0,0.032,0,0.001,118534.5652,0,1,0,0,0,0,0,0,0,0,0,0,1695846.4,219725.6,155251.2,310343.2,110,0.21127086,0,0,0,0,0,0,0,1,2381166.4
10/24/1991,0.22509612,0.151412902,0.280568178,0,0,0.291538284,0.284256217,0.299112459,0.239074746,31130.28986,70012.7587,28729.20507,91922.77246,0.286750183,0.391995271,0.216030237,0.295818963,0.241,0.432,0.094,0.243,0.003,0,0,0,81757.53551,0,1,0,0,0,0,0,0,0,0,0,0,153236.8,249539.2,189740.8,408371.2,111,0.203151527,0,0,0,0,0,0,0,1,1000888
10/31/1991,0.216090908,0.14800507,0.282878789,0,0,0.077936747,0.290308055,0.301889483,0.264864439,78944.75725,56610.1558,18035.3058,68700.31304,0.226853745,0.398593771,0.212008079,0.293947021,0.208,0.278,0.094,0.193,0.192,0.095,0,0,62381.23261,0,1,0,0,0,0,0,0,0,0,0,0,377412.8,200121.6,121856,317923.2,112,0.209173502,0,0,0,0,0,0,0,0,1017313.6
11/07/1991,0.218358805,0.146523201,0.229337854,0,0,0.279555877,0.274016599,0.31512596,0.275890483,27490.44058,175710.2239,29470.62174,60701.30217,0.300779667,0.315899583,0.213941824,0.301554944,0.102,0.263,0.194,0.176,0.001,0,0,0,113675.2928,0,0,1,0,0,0,0,0,0,0,0,0,126862.4,766163.2,201132.8,277988.8,113,0.216694943,0,0,0,0,0,0,0,0,1372147.2
11/14/1991,0.218244148,0.152982212,0.237106326,0,0,0.281411082,0.285781981,0.297115912,0.263650649,32869.16522,133263.429,25947.7413,82434.48116,0.302102798,0.331980319,0.217649275,0.296386691,0.103,0.162,0.194,0.141,0,0.001,0,0,106679.2667,0,0,1,0,0,0,0,0,0,0,0,0,151409.6,562040.8,169612.8,377716.8,114,0.217087722,0,0,0,0,0,1,0,0,1260780
11/21/1991,0.218749026,0.158493772,0.256675643,0,0,0.257723161,0.183818888,0.26290932,0.264336246,40054.92029,169110.2341,30185.32899,73267.62391,0.295110422,0.314483684,0.215026151,0.297349197,0.134,0.272,0.182,0.247,0,0.101,0,0,89086.96884,0,0,1,0,0,0,0,0,0,0,0,0,182854.4,658848,190451.2,334939.2,115,0.219053631,0,0,0,0,0,1,0,0,1367092.8
11/28/1991,0.213614622,0.15786721,0.250325109,0,0,0.246398422,0.32780166,0.278226425,0.26136703,30190.61533,64809.9718,47558.19161,59090.93131,0.294481783,0.37239769,0.218721238,0.289202664,0.174,0.213,0.182,0.201,0,0.069,0,0.016,80718.14967,0,0,1,0,0,0,0,0,0,0,0,0,136041.6,258903.2,301254.4,276624,116,0.221921937,0,0,0,0,1,0,0,0,972823.2
12/05/1991,0.220884757,0.159926341,0.25707867,0,0,0.225724056,0.297283728,0.264840012,0.257473526,33708.61099,75891.47433,54370.86189,72818.28272,0.290445277,0.365835658,0.217539507,0.297477282,0.212,0.34,0.2,0.322,0,0,0,0,86769.87419,0,0,0,1,0,0,0,0,0,0,0,0,149892.8,295207.2,339974.4,329666.4,117,0.224884791,0,0,0,0,0,0,0,0,1114740.8
12/12/1991,0.222597893,0.17335077,0.243097052,0,0,0.257520581,0.321886487,0.220912923,0.244379509,30916.63847,70866.2914,51464.93131,72957.97325,0.279413232,0.358490205,0.222505,0.294589541,0.402,0.328,0.203,0.339,0.037,0,0,0,82550.66884,0,0,0,1,0,0,0,0,0,0,0,0,149025.6,291514.4,296883.2,327756.8,118,0.207458574,0,0,0,1,0,0,0,0,1065180
12/19/1991,0.219646092,0.178499499,0.212687497,0,0,0.266623909,0.281078931,0.15847796,0.256313277,32576.3825,124555.243,37966.41504,59271.05857,0.294067702,0.295842626,0.212115061,0.295347604,0.439,0.201,0.326,0.208,0,0.032,0,0,88118.9906,0,0,0,1,0,0,0,0,0,0,0,0,151052.8,585625.6,212697.6,269848,119,0.215662222,0,0,0,1,0,0,0,0,1219224
12/26/1991,0.213042688,0.16820751,0.233409693,0,0,0.247226624,0.287793441,0.200629883,0.270633031,56938.7869,88391.69042,47844.13679,66431.48236,0.282632109,0.327727525,0.210425067,0.292092592,0.426,0.301,0.288,0.136,0,0,0,0.016,91075.52268,0,0,0,1,0,0,0,0,0,0,0,0,267622.4,378697.6,284435.2,311822.4,120,0.212757926,0,0,0,1,0,0,0,0,1242577.6
1/02/1992,0.210291149,0.165199171,0.23741664,0,0,0.242324753,0.308434865,0.211728746,0.268066111,47513.8049,89023.07271,36813.24766,79668.54932,0.282683192,0.343303368,0.209571477,0.287308938,0.532,0.32,0.285,0.205,0,0,0,0,93966.15551,0,0,0,0,0,0,0,0,0,0,0,0,221838.4,374965.6,222841.6,378848.8,121,0.214182057,0,0,0,0,0,0,0,0,1198494.4
1/09/1992,0.225590444,0.157393816,0.202971598,0,0,0.207594184,0.200682961,0.222351271,0.267419941,31718.2671,161926.6811,22056.28798,58674.63067,0.297450591,0.253931278,0.20239706,0.307939646,0.274,0.174,0.194,0.291,0,0,0,0,76689.15695,0,0,0,0,0,0,0,0,0,0,0,0,134569.6,797780,140134.4,260093.6,122,0.235701578,0,0,0,0,0,0,0,0,1332577.6
1/16/1992,0.23414287,0.170081474,0.223526573,0,0,0.231309744,0.225666619,0.219218386,0.248114483,50551.76026,93987.20158,25740.26638,70241.73722,0.323685139,0.288669684,0.217834886,0.311407608,0.243,0.372,0.132,0.171,0,0,0,0,73008.83873,0,0,0,0,0,0,0,0,0,0,0,0,203171.2,420474.4,151340.8,299995.2,123,0.248813613,0,0,0,0,0,0,1,0,1074981.6
